,polygon
0, "POLYGON ((35.34343738473773 32.89486582325487, 35.344604846014455 32.892365296600275, 35.34545560027376 32.88986476994568, 35.34605389022163 32.88736424329108, 35.346439635589945 32.88486371663649, 35.34663393672902 32.882363189981895, 35.34664163488323 32.879862663327295, 35.34645137069037 32.8773621366727, 35.346033028874345 32.8748616100181, 35.34533176384976 32.87236108336351, 35.34425658291849 32.869860556708915, 35.343130003892504 32.86800431834119, 35.342792041791654 32.867360030054314, 35.3410960775421 32.86485950339972, 35.33890094002023 32.86261521985314, 35.33862304191856 32.86235897674513, 35.33538963067691 32.85985845009053, 35.33467187614796 32.859373309174195, 35.330442812275685 32.857453808392115, 35.33001899221089 32.857357923435934, 35.32621374840341 32.8563853157818, 35.32198468453114 32.856215019226575, 35.317755620658865 32.85681229973144, 35.31605532354351 32.857357923435934, 35.31352655678659 32.85806100100009, 35.30976590057527 32.85985845009053, 35.30929749291432 32.86007843667198, 35.30568528324956 32.86235897674513, 35.305068429042045 32.862779517012164, 35.302360246778285 32.86485950339972, 35.30083936516977 32.86621005202424, 35.29952683192724 32.867360030054314, 35.29704772050082 32.869860556708915, 35.2966103012975 32.870335111221024, 35.29452653728999 32.87236108336351, 35.292437280664025 32.8748616100181, 35.292381237425225 32.874930013157204, 35.290037748929166 32.8773621366727, 35.28815217355295 32.87984648351282, 35.28813707344599 32.879862663327295, 35.285875325808775 32.882363189981895, 35.28410376728902 32.88486371663649, 35.28392310968068 32.885131144152886, 35.28201851195456 32.88736424329108, 35.28027431113971 32.88986476994568, 35.279694045808405 32.89076052226178, 35.278324520374845 32.892365296600275, 35.2764026709664 32.89486582325487, 35.27546498193613 32.89614078946102, 35.27425300083144 32.89736634990947, 35.27184030549997 32.89986687656406, 35.271235918063866 32.90046704400065, 35.268753020292266 32.902367403218655, 35.26700685419159 32.90367390137106, 35.265074575801165 32.904867929873255, 35.26277779031932 32.9062266387716, 35.260662529885494 32.90736845652785, 35.258548726447046 32.90846256818296, 35.2557929411717 32.90986898318244, 35.25431966257477 32.91059547865544, 35.25074416610171 32.91236950983704, 35.2500905987025 32.91268248880078, 35.245861534830226 32.91466944236452, 35.24542663263346 32.914870036491635, 35.24163247095795 32.9165399161367, 35.23983786684229 32.91737056314623, 35.23740340708568 32.91846519546942, 35.234425459436785 32.91987108980083, 35.233174343213406 32.9204513551334, 35.22894527934113 32.92231534246951, 35.22878539511639 32.92237161645542, 35.22471621546886 32.923631280158, 35.220487151596586 32.92454385970993, 35.21818651702178 32.924872143110015, 35.21625808772431 32.92509122622091, 35.21202902385204 32.92542941646463, 35.207799959979766 32.92560597749248, 35.20357089610749 32.92543841899724, 35.20016124670606 32.924872143110015, 35.19934183223522 32.924700293061974, 35.19511276836295 32.92305536087428, 35.19394521700161 32.92237161645542, 35.19088370449067 32.92036803108283, 35.19031523942014 32.91987108980083, 35.18757203677667 32.91737056314623, 35.18665464061841 32.9165529333884, 35.18507353076001 32.914870036491635, 35.182425576746134 32.91239659646547, 35.182399951190035 32.91236950983704, 35.180098437694056 32.90986898318244, 35.17819651287386 32.90803628298213, 35.17762557144789 32.90736845652785, 35.17555156508393 32.904867929873255, 35.17396744900159 32.90310548894698, 35.173452695079156 32.902367403218655, 35.17169569856689 32.89986687656406, 35.169738385129314 32.89750397888172, 35.169645267634074 32.89736634990947, 35.16791459874258 32.89486582325487, 35.16585192320651 32.892365296600275, 35.16550932125704 32.891964277413614, 35.16405307058807 32.88986476994568, 35.16225400760941 32.88736424329108, 35.16128025738477 32.886000034002365, 35.16066050085238 32.88486371663649, 35.15940011432143 32.882363189981895, 35.15812053607024 32.879862663327295, 35.157051193512494 32.87791132955248, 35.15682573255076 32.8773621366727, 35.15574597734453 32.8748616100181, 35.15446286071865 32.87236108336351, 35.15287488165877 32.869860556708915, 35.15282212964022 32.869783532415, 35.151498658115884 32.867360030054314, 35.14984983984018 32.86485950339972, 35.14859306576795 32.86321532220602, 35.14804890183371 32.86235897674513, 35.14632890687453 32.85985845009053, 35.144364001895674 32.85751047367743, 35.14425078213391 32.857357923435934, 35.142277553221284 32.85485739678134, 35.1401349380234 32.85270854010611, 35.13977731839729 32.85235687012674, 35.1368973583767 32.84985634347215, 35.13590587415113 32.849114788505545, 35.1329208102809 32.847355816817554, 35.131676810278854 32.846678570713316, 35.12744774640658 32.84522935002057, 35.12465280001508 32.844855290162954, 35.12321868253431 32.844632154177795, 35.11912086807992 32.844855290162954, 35.118989618662035 32.84486120966096, 35.11476055478976 32.84586711231901, 35.111693552685345 32.847355816817554, 35.11053149091749 32.847973274874704, 35.10801187478483 32.84985634347215, 35.106302427045215 32.851516905592746, 35.10551269622005 32.85235687012674, 35.10365288860984 32.85485739678134, 35.10240501457581 32.857357923435934, 35.10207336317295 32.85829744505755, 35.10140246467417 32.85985845009053, 35.10070702347184 32.86235897674513, 35.10035288698214 32.86485950339972, 35.10029189261492 32.867360030054314, 35.10050707343829 32.869860556708915, 35.10100740136223 32.87236108336351, 35.10182638790047 32.8748616100181, 35.10207336317295 32.875426317820434, 35.10271381308312 32.8773621366727, 35.10379872576738 32.879862663327295, 35.10521211675683 32.882363189981895, 35.106302427045215 32.883959550315105, 35.10680538614874 32.88486371663649, 35.10834363292311 32.88736424329108, 35.11020645612111 32.88986476994568, 35.11053149091749 32.89027629315548, 35.11189568740442 32.892365296600275, 35.11379867040708 32.89486582325487, 35.11476055478976 32.89600563233098, 35.115755855848235 32.89736634990947, 35.11777111817288 32.89986687656406, 35.118989618662035 32.90124897113805, 35.11984925049768 32.902367403218655, 35.12176626938933 32.904867929873255, 35.12321868253431 32.90672226231155, 35.123627664784436 32.90736845652785, 35.125061564676834 32.90986898318244, 35.1265043682483 32.91236950983704, 35.12744774640658 32.913939877495864, 35.12788232944073 32.914870036491635, 35.12912760780496 32.91737056314623, 35.13064538204345 32.91987108980083, 35.131676810278854 32.921294205037704, 35.13235463688515 32.92237161645542, 35.13419529022855 32.924872143110015, 35.13590587415113 32.9267715383605, 35.13640192362625 32.927372669764615, 35.13857790454397 32.92987319641921, 35.1401349380234 32.93149441142999, 35.14086216013084 32.9323737230738, 35.14291471742121 32.9348742497284, 35.144364001895674 32.93653909714974, 35.14496481603833 32.937374776382995, 35.14682664462401 32.93987530303759, 35.14859306576795 32.94190288665756, 35.148962592172474 32.94237582969219, 35.15113001211182 32.94487635634678, 35.15282212964022 32.946474463345545, 35.15379235471118 32.947376883001375, 35.15692632453185 32.949877409655976, 35.157051193512494 32.94997136636263, 35.16037775125072 32.95237793631057, 35.16128025738477 32.95300216139023, 35.16387335404298 32.95487846296516, 35.16550932125704 32.95606872312373, 35.16707715153904 32.95737898961976, 35.169738385129314 32.95955096115752, 35.170095279236605 32.959879516274356, 35.172923780983794 32.962380042928956, 35.17396744900159 32.96321381045383, 35.17615350327251 32.96488056958355, 35.17819651287386 32.9662515921944, 35.18035334467631 32.96738109623814, 35.182425576746134 32.968408902973394, 35.18665464061841 32.96971367195835, 35.1877259108833 32.96988162289274, 35.19088370449067 32.9704472680132, 35.19511276836295 32.97069213234565, 35.19934183223522 32.970671474157875, 35.20357089610749 32.97062216288212, 35.207799959979766 32.970668272745634, 35.21202902385204 32.97073482352105, 35.21625808772431 32.97061761891065, 35.220487151596586 32.97010593565614, 35.22144910741406 32.96988162289274, 35.22471621546886 32.96920509098255, 35.22894527934113 32.96784452214702, 35.23019143354672 32.96738109623814, 35.233174343213406 32.96634552024956, 35.23740340708568 32.964946843121524, 35.237660709485404 32.96488056958355, 35.24163247095795 32.96401626717649, 35.245861534830226 32.96323266893519, 35.249770881538396 32.962380042928956, 35.2500905987025 32.962320784300694, 35.25431966257477 32.96128052591674, 35.25833020201558 32.959879516274356, 35.258548726447046 32.95980969057238, 35.26277779031932 32.95825887222567, 35.26490789452765 32.95737898961976, 35.26700685419159 32.95658296032014, 35.271175520684324 32.95487846296516, 35.271235918063866 32.95485582268334, 35.27546498193613 32.95324689559847, 35.277494239982694 32.95237793631057, 35.279694045808405 32.95150180400861, 35.28330760635113 32.949877409655976, 35.28392310968068 32.949615637677795, 35.28815217355295 32.94766014649898, 35.28871413863489 32.947376883001375, 35.292381237425225 32.945565485941785, 35.29361284588721 32.94487635634678, 35.2966103012975 32.94315855623736, 35.297834340117106 32.94237582969219, 35.30083936516977 32.940308460101974, 35.30143445328885 32.93987530303759, 35.3046341068937 32.937374776382995, 35.305068429042045 32.93701466310456, 35.307707635898716 32.9348742497284, 35.30929749291432 32.933455217119096, 35.310600871007956 32.9323737230738, 35.31339108379801 32.92987319641921, 35.31352655678659 32.929754323316246, 35.31643640573668 32.927372669764615, 35.317755620658865 32.926197547980344, 35.31935057844553 32.924872143110015, 35.32198468453114 32.92239351799538, 35.3220100121145 32.92237161645542, 35.32484402116715 32.91987108980083, 35.32621374840341 32.91844082056825, 35.32735722444385 32.91737056314623, 35.329703194969206 32.914870036491635, 35.330442812275685 32.91398257512054, 35.33200827660805 32.91236950983704, 35.33402312980924 32.90986898318244, 35.33467187614796 32.908956718728234, 35.33605116883449 32.90736845652785, 35.33784874334523 32.904867929873255, 35.33890094002023 32.90306944981976, 35.33943119093133 32.902367403218655, 35.34108925655428 32.89986687656406, 35.34235145465526 32.89736634990947, 35.343130003892504 32.895417649493815, 35.34343738473773 32.89486582325487))"
1, "POLYGON ((35.44932147806855 32.90736845652785, 35.450053492117014 32.904867929873255, 35.450509738451736 32.902367403218655, 35.45074590551468 32.89986687656406, 35.450796621682365 32.89736634990947, 35.45068270604538 32.89486582325487, 35.45041619445905 32.892365296600275, 35.45000391400096 32.88986476994568, 35.449449763442665 32.88736424329108, 35.44885660069932 32.8852031572297, 35.44879514810435 32.88486371663649, 35.44829173582972 32.882363189981895, 35.44770840149477 32.879862663327295, 35.44704002646295 32.8773621366727, 35.44627753695133 32.8748616100181, 35.44541101225917 32.87236108336351, 35.44462753682705 32.87031321279925, 35.44450302326697 32.869860556708915, 35.443821244843384 32.867360030054314, 35.4431243790275 32.86485950339972, 35.442443328880614 32.86235897674513, 35.441802986028165 32.85985845009053, 35.441208668475966 32.857357923435934, 35.44063873172981 32.85485739678134, 35.44039847295478 32.85381332237661, 35.440180759937924 32.85235687012674, 35.43977160333002 32.84985634347215, 35.439273343834785 32.847355816817554, 35.4386293649147 32.844855290162954, 35.43777014383956 32.84235476350836, 35.43660295171398 32.83985423685377, 35.43616940908251 32.839094301897454, 35.43541546128836 32.83735371019917, 35.43399857331981 32.834853183544574, 35.43202145196317 32.83235265688998, 35.431940345210236 32.83226093781821, 35.430015139700984 32.82985213023538, 35.42771128133796 32.82772493768248, 35.42729416512742 32.82735160358079, 35.42407255117301 32.824851076926194, 35.42348221746569 32.82444183434268, 35.419937898938144 32.822350550271594, 35.41925315359342 32.82196692910687, 35.41502408972114 32.820030698389274, 35.41455137630122 32.819850023617, 35.41079502584887 32.81830177988681, 35.40813169793639 32.81734949696241, 35.4065659619766 32.81672852958167, 35.40233689810432 32.815108633197475, 35.401676748264336 32.81484897030781, 35.39810783423205 32.81332444737248, 35.39570099200225 32.812348443653214, 35.39387877035978 32.811542287932504, 35.38990781532038 32.80984791699862, 35.3896497064875 32.8097256417248, 35.38542064261523 32.8075733438018, 35.38503057308992 32.80734739034402, 35.38119157874296 32.804906268612655, 35.381111918268914 32.80484686368943, 35.37796631946885 32.802346337034834, 35.376962514870684 32.801570032839706, 35.37486314098237 32.79984581038023, 35.37273345099841 32.79826721053928, 35.371362726220454 32.79734528372564, 35.36850438712614 32.79559634419671, 35.36685347464697 32.79484475707104, 35.364275323253864 32.793692559474295, 35.36004625938159 32.792547759680616, 35.3586413601305 32.79234423041645, 35.355817195509324 32.79186568045576, 35.35158813163705 32.79152026959751, 35.34735906776478 32.79126757545255, 35.343130003892504 32.79083632855432, 35.33890094002023 32.79010328428001, 35.33779264670848 32.78984370376185, 35.33467187614796 32.78899049996579, 35.330442812275685 32.78789701060488, 35.32753480884802 32.78734317710725, 35.32621374840341 32.78704667198966, 35.32198468453114 32.786538356926094, 35.317755620658865 32.78652030459174, 35.31352655678659 32.78693837465675, 35.31120460708501 32.78734317710725, 35.30929749291432 32.78762280666147, 35.305068429042045 32.78837420759151, 35.30083936516977 32.789196941927074, 35.297795734363966 32.78984370376185, 35.2966103012975 32.79005848915317, 35.292381237425225 32.7909533232151, 35.28815217355295 32.792146266008395, 35.28753649229991 32.79234423041645, 35.28392310968068 32.79338622462477, 35.279694045808405 32.79470556115703, 35.27918262524031 32.79484475707104, 35.27546498193613 32.795696947135994, 35.271235918063866 32.79650003012735, 35.26700685419159 32.79725261300196, 35.26652622057352 32.79734528372564, 35.26277779031932 32.797929442821825, 35.258548726447046 32.798768242952214, 35.2544147652763 32.79984581038023, 35.25431966257477 32.79986699901541, 35.2500905987025 32.800930942720115, 35.245861534830226 32.80223318087296, 35.24550990362979 32.802346337034834, 35.24163247095795 32.803443979354675, 35.23745602572254 32.80484686368943, 35.23740340708568 32.804862810564536, 35.233174343213406 32.80625648540093, 35.23056991588089 32.80734739034402, 35.22894527934113 32.80800074275416, 35.225289964130106 32.80984791699862, 35.22471621546886 32.81014264047461, 35.221066827415726 32.812348443653214, 35.220487151596586 32.812720739328924, 35.21740937098092 32.81484897030781, 35.21625808772431 32.815711854799495, 35.214069497051845 32.81734949696241, 35.21202902385204 32.81901206794406, 35.21095757238393 32.819850023617, 35.20801365793328 32.822350550271594, 35.207799959979766 32.82253644448551, 35.20504965364524 32.824851076926194, 35.20357089610749 32.826291786479736, 35.20242512295236 32.82735160358079, 35.20007305376094 32.82985213023538, 35.19934183223522 32.83074046049828, 35.197872314280396 32.83235265688998, 35.19600168643557 32.834853183544574, 35.19511276836295 32.83627841054246, 35.19430143140788 32.83735371019917, 35.192680566095916 32.83985423685377, 35.191426363571246 32.84235476350836, 35.19088370449067 32.84363666169459, 35.19019066153043 32.844855290162954, 35.188995088832634 32.847355816817554, 35.18806916385995 32.84985634347215, 35.18734991409184 32.85235687012674, 35.18679183809387 32.85485739678134, 35.18665464061841 32.8556132253375, 35.186163958658206 32.857357923435934, 35.18562218431136 32.85985845009053, 35.18522310816499 32.86235897674513, 35.18493874932948 32.86485950339972, 35.18474898939621 32.867360030054314, 35.18464076729435 32.869860556708915, 35.1846079367054 32.87236108336351, 35.18465152691113 32.8748616100181, 35.184780291529854 32.8773621366727, 35.18501171553632 32.879862663327295, 35.18537409858384 32.882363189981895, 35.18591104599966 32.88486371663649, 35.18665464061841 32.88725987764299, 35.18667719724878 32.88736424329108, 35.187366202417984 32.88986476994568, 35.188344100571356 32.892365296600275, 35.189756808377545 32.89486582325487, 35.19088370449067 32.89635427174759, 35.191582234402254 32.89736634990947, 35.19383906202664 32.89986687656406, 35.19511276836295 32.90095707540208, 35.19705931608323 32.902367403218655, 35.19934183223522 32.90375667220262, 35.2021991790332 32.904867929873255, 35.20357089610749 32.90540534191762, 35.207799959979766 32.906232676951824, 35.21202902385204 32.906235354650725, 35.21625808772431 32.90540280926718, 35.217584782980126 32.904867929873255, 35.220487151596586 32.903736326927074, 35.22270270244172 32.902367403218655, 35.22471621546886 32.90095407199952, 35.22598924415991 32.89986687656406, 35.22837294947863 32.89736634990947, 35.22894527934113 32.896634535846076, 35.23038371102581 32.89486582325487, 35.23194833814981 32.892365296600275, 35.233096143015835 32.88986476994568, 35.233174343213406 32.889667184221985, 35.23435217925021 32.88736424329108, 35.235340740458554 32.88486371663649, 35.23611496431907 32.882363189981895, 35.23673982008665 32.879862663327295, 35.23726280080901 32.8773621366727, 35.23740340708568 32.87663300191383, 35.23793097359149 32.8748616100181, 35.23862174078205 32.87236108336351, 35.239284026499234 32.869860556708915, 35.23995978860378 32.867360030054314, 35.240691344728084 32.86485950339972, 35.24152350453497 32.86235897674513, 35.24163247095795 32.862093092304264, 35.243078645929344 32.85985845009053, 35.244931614387156 32.857357923435934, 35.245861534830226 32.85631196029076, 35.24784007966934 32.85485739678134, 35.2500905987025 32.853447817209734, 35.2525423692948 32.85235687012674, 35.25431966257477 32.8516924019543, 35.258548726447046 32.85041620698022, 35.260497239489624 32.84985634347215, 35.26277779031932 32.84930270422054, 35.26700685419159 32.84816557279559, 35.26949631399094 32.847355816817554, 35.271235918063866 32.84685123211115, 35.27546498193613 32.84534624396955, 35.27665320133061 32.844855290162954, 35.279694045808405 32.84366276814525, 35.282644016329954 32.84235476350836, 35.28392310968068 32.841806947380995, 35.28815217355295 32.8400273459549, 35.288624222913555 32.83985423685377, 35.292381237425225 32.83862105984051, 35.2966103012975 32.837412897739696, 35.29686351528593 32.83735371019917, 35.30083936516977 32.836570921531774, 35.305068429042045 32.835889831638355, 35.30929749291432 32.835540264958084, 35.31352655678659 32.83578762277376, 35.317755620658865 32.836661120288795, 35.3200911539248 32.83735371019917, 35.32198468453114 32.83800769226196, 35.32621374840341 32.83944502226145, 35.32772720478554 32.83985423685377, 35.330442812275685 32.84071254719597, 35.33467187614796 32.84155033402822, 35.33890094002023 32.84200251434302, 35.343130003892504 32.84233437461396, 35.34328113241173 32.84235476350836, 35.34735906776478 32.84306104417406, 35.35158813163705 32.84450452694422, 35.352185037674495 32.844855290162954, 35.355817195509324 32.84712987270558, 35.35608936669955 32.847355816817554, 35.359192815941256 32.84985634347215, 35.36004625938159 32.85048631576085, 35.3624241456156 32.85235687012674, 35.364275323253864 32.85362891221158, 35.3662088696868 32.85485739678134, 35.36850438712614 32.85619938424274, 35.37088333977537 32.857357923435934, 35.37273345099841 32.85825581526109, 35.37684426433363 32.85985845009053, 35.376962514870684 32.8599080774838, 35.38119157874296 32.86160697481781, 35.38299708499639 32.86235897674513, 35.38542064261523 32.86351525816926, 35.387655621905566 32.86485950339972, 35.3896497064875 32.866221614319436, 35.390861863952935 32.867360030054314, 35.3931738320663 32.869860556708915, 35.39387877035978 32.87077605089708, 35.39472023814107 32.87236108336351, 35.39572290180869 32.8748616100181, 35.39643915621719 32.8773621366727, 35.396907368792164 32.879862663327295, 35.39718162936495 32.882363189981895, 35.39731811131093 32.88486371663649, 35.39736791631821 32.88736424329108, 35.397376274375404 32.88986476994568, 35.39738454624018 32.892365296600275, 35.39743234008986 32.89486582325487, 35.39755923611636 32.89736634990947, 35.3978069657575 32.89986687656406, 35.39810783423205 32.90169967947682, 35.39817629004016 32.902367403218655, 35.39855805891223 32.904867929873255, 35.3991218649074 32.90736845652785, 35.399936534090365 32.90986898318244, 35.40110500251718 32.91236950983704, 35.40233689810432 32.91429402520839, 35.4026431821983 32.914870036491635, 35.40431055378324 32.91737056314623, 35.4065659619766 32.91970669828867, 35.40673146953963 32.91987108980083, 35.409699308655185 32.92237161645542, 35.41079502584887 32.92313655897267, 35.41415936325452 32.924872143110015, 35.41502408972114 32.92529701214055, 35.41925315359342 32.92659639797199, 35.42348221746569 32.92705391861772, 35.42771128133796 32.926837248741016, 35.431940345210236 32.92587114829495, 35.43424507697846 32.924872143110015, 35.43616940908251 32.924033581757634, 35.438770600864004 32.92237161645542, 35.44039847295478 32.921147470319546, 35.44187113933866 32.91987108980083, 35.44411686442625 32.91737056314623, 35.44462753682705 32.91665426945034, 35.446024248830135 32.914870036491635, 35.44746711799233 32.91236950983704, 35.44846309112609 32.90986898318244, 35.44885660069932 32.908509579174385, 35.44932147806855 32.90736845652785))"
