,polygon
0, "POLYGON ((35.3203857 32.8088365, 35.2963531 32.8134533, 35.2359283 32.8301872, 35.1219451 32.8659524, 35.1500976 32.9091976, 35.1679504 32.9305241, 35.1906097 32.9483883, 35.2173889 32.9483883, 35.4240692 32.9040093, 35.4247558 32.8965145, 35.4220092 32.8774865, 35.4158294 32.8532632, 35.408963 32.8434566, 35.3574646 32.8146075, 35.3203857 32.8088365))"
